id	lang	question	answer	tags			
FAQ::CTF::099	it	Qual è la procedura corretta per tarare la P560 su lamiera 2×1.0 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 2×1.0 mm. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::100	it	CTF su lamiera grecata H75: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H75. Eseguire prove propulsori all’avvio.	ctf	 posa	 p560	 lamiera
FAQ::CTF::101	it	CTF su lamiera grecata H100: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H100. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::102	it	CTF su lamiera grecata H100: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H100. Eseguire prove propulsori all’avvio.	ctf	 posa	 p560	 lamiera
FAQ::CTF::103	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::104	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Eseguire prove propulsori all’avvio.	ctf	 posa	 p560	 lamiera
FAQ::CTF::105	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::106	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::107	it	Qual è la procedura corretta per tarare la P560 su trave S275?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S275. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::108	it	CTF su lamiera grecata H100: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H100. Eseguire prove propulsori all’avvio.	ctf	 posa	 p560	 lamiera
FAQ::CTF::109	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
FAQ::CTF::110	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::111	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::112	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::113	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::114	it	Qual è la procedura corretta per tarare la P560 su lamiera 1.5 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 1.5 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::115	it	Qual è la procedura corretta per tarare la P560 su trave S275?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S275. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::116	it	Qual è la procedura corretta per tarare la P560 su piatto 8 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: piatto 8 mm. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::117	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Pulire la sede prima del getto.	ctf	 posa	 p560	 lamiera
FAQ::CTF::118	it	Qual è la procedura corretta per tarare la P560 su lamiera 1.5 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 1.5 mm. Sostituire chiodi danneggiati.	ctf	 posa	 p560	 lamiera
FAQ::CTF::119	it	Qual è la procedura corretta per tarare la P560 su piatto 8 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: piatto 8 mm. Sostituire chiodi danneggiati.	ctf	 posa	 p560	 lamiera
FAQ::CTF::120	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::121	it	CTF su lamiera grecata H60: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H60. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::122	it	Qual è la procedura corretta per tarare la P560 su lamiera 1.5 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 1.5 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::123	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::124	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::125	it	Qual è la procedura corretta per tarare la P560 su lamiera 1.5 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 1.5 mm. Pulire la sede prima del getto.	ctf	 posa	 p560	 lamiera
FAQ::CTF::126	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::127	it	Qual è la procedura corretta per tarare la P560 su lamiera 1.5 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 1.5 mm. Pulire la sede prima del getto.	ctf	 posa	 p560	 lamiera
FAQ::CTF::128	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::129	it	CTF su lamiera grecata H100: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H100. Eseguire prove propulsori all’avvio.	ctf	 posa	 p560	 lamiera
FAQ::CTF::130	it	Qual è la procedura corretta per tarare la P560 su piatto 8 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: piatto 8 mm. Pulire la sede prima del getto.	ctf	 posa	 p560	 lamiera
FAQ::CTF::131	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
FAQ::CTF::132	it	Qual è la procedura corretta per tarare la P560 su lamiera 2×1.0 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 2×1.0 mm. Sostituire chiodi danneggiati.	ctf	 posa	 p560	 lamiera
FAQ::CTF::133	it	Qual è la procedura corretta per tarare la P560 su piatto 8 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: piatto 8 mm. Sostituire chiodi danneggiati.	ctf	 posa	 p560	 lamiera
FAQ::CTF::134	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::135	it	Qual è la procedura corretta per tarare la P560 su lamiera 1.5 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 1.5 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::136	it	Qual è la procedura corretta per tarare la P560 su piatto 8 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: piatto 8 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::137	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::138	it	CTF su lamiera grecata H100: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H100. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::139	it	Qual è la procedura corretta per tarare la P560 su lamiera 2×1.0 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 2×1.0 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::140	it	Qual è la procedura corretta per tarare la P560 su trave S275?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S275. Pulire la sede prima del getto.	ctf	 posa	 p560	 lamiera
FAQ::CTF::141	it	Qual è la procedura corretta per tarare la P560 su trave S275?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S275. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::142	it	CTF su lamiera grecata H100: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H100. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
FAQ::CTF::143	it	Qual è la procedura corretta per tarare la P560 su piatto 8 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: piatto 8 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::144	it	CTF su lamiera grecata H100: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H100. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::145	it	CTF su lamiera grecata H60: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H60. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::146	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
FAQ::CTF::147	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Pulire la sede prima del getto.	ctf	 posa	 p560	 lamiera
FAQ::CTF::148	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::149	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Eseguire prove propulsori all’avvio.	ctf	 posa	 p560	 lamiera
FAQ::CTF::150	it	Qual è la procedura corretta per tarare la P560 su lamiera 2×1.0 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 2×1.0 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::151	it	Qual è la procedura corretta per tarare la P560 su piatto 8 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: piatto 8 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::152	it	CTF su lamiera grecata H75: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H75. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::153	it	CTF su lamiera grecata H75: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H75. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
FAQ::CTF::154	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::155	it	Qual è la procedura corretta per tarare la P560 su lamiera 1.5 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 1.5 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::156	it	Qual è la procedura corretta per tarare la P560 su lamiera 2×1.0 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 2×1.0 mm. Sostituire chiodi danneggiati.	ctf	 posa	 p560	 lamiera
FAQ::CTF::157	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
FAQ::CTF::158	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Pulire la sede prima del getto.	ctf	 posa	 p560	 lamiera
FAQ::CTF::159	it	CTF su lamiera grecata H75: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H75. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::160	it	CTF su lamiera grecata H75: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H75. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::161	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::162	it	Qual è la procedura corretta per tarare la P560 su lamiera 1.5 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 1.5 mm. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::163	it	CTF su lamiera grecata H75: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H75. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::164	it	Qual è la procedura corretta per tarare la P560 su piatto 8 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: piatto 8 mm. Sostituire chiodi danneggiati.	ctf	 posa	 p560	 lamiera
FAQ::CTF::165	it	Qual è la procedura corretta per tarare la P560 su lamiera 2×1.0 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 2×1.0 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::166	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::167	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Eseguire prove propulsori all’avvio.	ctf	 posa	 p560	 lamiera
FAQ::CTF::168	it	Qual è la procedura corretta per tarare la P560 su lamiera 1.5 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 1.5 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::169	it	Qual è la procedura corretta per tarare la P560 su piatto 8 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: piatto 8 mm. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::170	it	Qual è la procedura corretta per tarare la P560 su lamiera 1.5 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 1.5 mm. Sostituire chiodi danneggiati.	ctf	 posa	 p560	 lamiera
FAQ::CTF::171	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Pulire la sede prima del getto.	ctf	 posa	 p560	 lamiera
FAQ::CTF::172	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
FAQ::CTF::173	it	CTF su lamiera grecata H100: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H100. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::174	it	Qual è la procedura corretta per tarare la P560 su piatto 8 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: piatto 8 mm. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::175	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::176	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::177	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Usare dime di centratura.	ctf	 posa	 p560	 lamiera
FAQ::CTF::178	it	CTF su lamiera grecata H60: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H60. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::179	it	Qual è la procedura corretta per tarare la P560 su lamiera 2×1.0 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 2×1.0 mm. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::180	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Sostituire chiodi danneggiati.	ctf	 posa	 p560	 lamiera
FAQ::CTF::181	it	CTF su lamiera grecata H75: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H75. Eseguire prove propulsori all’avvio.	ctf	 posa	 p560	 lamiera
FAQ::CTF::182	it	Qual è la procedura corretta per tarare la P560 su trave S275?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S275. Pulire la sede prima del getto.	ctf	 posa	 p560	 lamiera
FAQ::CTF::183	it	Qual è la procedura corretta per tarare la P560 su trave S275?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S275. Pulire la sede prima del getto.	ctf	 posa	 p560	 lamiera
FAQ::CTF::184	it	Qual è la procedura corretta per tarare la P560 su piatto 8 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: piatto 8 mm. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::185	it	CTF su lamiera grecata H60: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H60. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::186	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::187	it	CTF su lamiera grecata H60: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H60. Eseguire prove propulsori all’avvio.	ctf	 posa	 p560	 lamiera
FAQ::CTF::188	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::189	it	CTF su lamiera grecata H75: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H75. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
FAQ::CTF::190	it	CTF su lamiera grecata H100: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H100. Documentare con foto a campione.	ctf	 posa	 p560	 lamiera
FAQ::CTF::191	it	Qual è la procedura corretta per tarare la P560 su trave S275?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S275. Aggiornare il verbale di prova.	ctf	 posa	 p560	 lamiera
FAQ::CTF::192	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
